"Title","Year","Make","Model","Price","Sold","VIN","LicensePlate","Color","InventoryDate"
"2013 Dodge Viper RT/10","2,013","Dodge","Viper RT/10","22,545","0","3VW507AT4FM014025","R3X 6R1","Silver","4/18/2018"
"2022 Ford Bronco","2,022","Ford","Bronco","22,670","1","5TDDK3DC8DS800985","N6J 6V4","Blue","9/8/2019"
"2019 Buick Regal","2,019","Buick","Regal","19,971","0","1FAHP3HN7AW185698","D8N 4J1","Silver","8/28/2018"
"2020 Mitsubishi Galant","2,020","Mitsubishi","Galant","16,442","0","1G6DJ8E38C0465665","I7U 3Q7","Gray","8/8/2018"
"2021 Hyundai Excel","2,021","Hyundai","Excel","24,154","1","JTDZN3EU5EJ637294","U8K 0X2","White","5/8/2018"
"2003 Chevrolet Corvette","2,003","Chevrolet","Corvette","20,521","1","1G6YX36D185386097","S4E 8T7","Blue","3/1/2019"
"2009 GMC Sierra 1500","2,009","GMC","Sierra 1500","16,634","1","WBA5M2C57ED853943","O4D 8R1","Gray","3/16/2018"
"2005 Ford Econoline E150","2,005","Ford","Econoline E150","19,629","1","KNADM5A32E6515191","P6P 3V1","Gray","9/20/2019"
"2020 Subaru Impreza","2,020","Subaru","Impreza","16,061","0","1GYEK63N43R588747","X6N 1J4","Black","1/9/2018"
"2010 Dodge Grand Caravan","2,010","Dodge","Grand Caravan","19,730","0","WDDGF4HB6ER623092","T9G 4J8","Green","8/4/2020"
"2015 Ford Econoline E350","2,015","Ford","Econoline E350","23,119","0","WBA3A5C59EJ003881","P1J 2M4","White","9/4/2019"
"2008 Mercury Grand Marquis","2,008","Mercury","Grand Marquis","23,313","1","WAUEL94F15N122891","L6M 4S5","Black","5/10/2020"
"2000 Mercury Mountaineer","2,000","Mercury","Mountaineer","18,654","0","JM3TB2BA1C0377019","I1N 6Z0","Silver","9/10/2018"
"2019 Lexus LS Hybrid","2,019","Lexus","LS Hybrid","21,963","0","3D7LP2ETXAG844203","C6F 0P7","Gray","7/12/2020"
"2007 Infiniti G","2,007","Infiniti","G","15,891","0","WBAVB73568P341032","X4Z 4I3","Blue","10/17/2019"
"2020 Nissan Armada","2,020","Nissan","Armada","19,406","1","KNDMG4C73C6942431","R0T 5D7","Black","8/1/2020"
"2004 Mazda 626","2,004","Mazda","626","20,918","0","JHMFA3F23AS884991","L3O 9Q1","White","6/8/2020"
"2016 Volkswagen GTI","2,016","Volkswagen","GTI","18,784","1","1B3AZ6EZ9AV471364","E5L 8H3","Black","3/1/2020"
"2005 Toyota Tacoma","2,005","Toyota","Tacoma","13,172","0","SCFEBBAK8EG306214","P7Q 1N3","White","10/28/2020"
"2003 Nissan Armada","2,003","Nissan","Armada","15,442","1","1G6DG8E56C0957563","I6N 4G6","Silver","7/2/2019"
"2007 BMW M","2,007","BMW","M","20,203","0","1GYFC56239R339930","N2C 4J1","Gray","10/27/2020"
"2007 Chevrolet Silverado 2500","2,007","Chevrolet","Silverado 2500","23,761","0","19UUA9F2XBA255894","W3J 4O0","Blue","2/12/2018"
"2018 Isuzu i-Series","2,018","Isuzu","i-Series","20,510","1","3C4PDDBG5FT914017","A0K 3Q5","Black","9/3/2019"
"2013 Chrysler Cirrus","2,013","Chrysler","Cirrus","16,391","0","WBAPL3C57AA597980","K8J 4W1","White","1/2/2018"
"2022 BMW Z8","2,022","BMW","Z8","22,379","0","1FTSW3A50AE496311","Q4H 8F0","Black","3/15/2018"
"2008 Kia Sorento","2,008","Kia","Sorento","23,123","0","JN1BJ0HRXDM837011","B1Q 3I0","Black","5/13/2019"
"2000 Honda Odyssey","2,000","Honda","Odyssey","18,760","1","1G6DU6EV3A0191012","T4L 4G9","Red","6/8/2018"
"2019 Ford Focus","2,019","Ford","Focus","21,821","0","1D4SD6GT5BC087379","Z1P 8M9","Silver","3/5/2018"
"2025 Kia Spectra","2,025","Kia","Spectra","17,257","0","YV1902MD5F1466570","I9X 7I3","Black","10/26/2019"
"2011 Volkswagen riolet","2,011","Volkswagen","riolet","14,946","0","1D7RV1CP6AS323620","V4L 0L6","Black","8/22/2019"
"2014 GMC Canyon","2,014","GMC","Canyon","19,251","0","SCBLF34F35C492608","C1A 5U8","White","10/8/2020"
"2003 Lexus SC","2,003","Lexus","SC","24,049","1","WAUYGAFC3DN088490","T8U 8W8","Red","12/30/2019"
"2003 Audi S8","2,003","Audi","S8","21,964","1","SALVE2BG1FH351547","T6O 8P5","Gray","8/11/2018"
"2012 Ford Econoline E350","2,012","Ford","Econoline E350","23,817","0","4T1BK3DB7AU080001","F1N 7P2","Black","3/22/2020"
"2022 Buick Estate","2,022","Buick","Estate","16,567","1","1N6AF0KY1FN942430","V8S 7A0","Black","6/11/2020"
"2014 Ford Taurus","2,014","Ford","Taurus","17,534","0","YV440MBDXF1081257","I8K 9B4","White","11/24/2018"
"2024 Mercedes-Benz CL-Class","2,024","Mercedes-Benz","CL-Class","21,606","1","WBA3C1C57FK547293","I0P 7N1","White","1/21/2018"
"2018 BMW 7 Series","2,018","BMW","7 Series","18,588","0","JM1CW2BL9D0538331","W1A 9N0","Black","1/10/2019"
"2017 Ford F-350 Super Duty","2,017","Ford","F-350 Super Duty","13,210","0","WDDLJ6FB2FA965389","P1K 3E6","Red","8/6/2020"
"2014 Lincoln Navigator","2,014","Lincoln","Navigator","20,250","0","2C3CDYAG0DH052570","L6W 7W0","Green","3/21/2019"
"2011 Volkswagen Passat","2,011","Volkswagen","Passat","23,153","0","WDDHF5KB2FB994943","Y4U 8F5","White","3/3/2018"
"2000 GMC Yukon","2,000","GMC","Yukon","13,068","1","JTEBC3EH8B2168732","M4R 6C6","White","9/15/2018"
"2020 Lexus SC","2,020","Lexus","SC","21,794","1","JHMZF1D68ES616954","R6D 6M0","Yellow","12/28/2020"
"2021 Toyota Camry","2,021","Toyota","Camry","17,069","0","3C6TD5ET3CG237719","J1Q 1X6","Black","6/14/2020"
"2016 Buick Electra","2,016","Buick","Electra","22,237","0","KMHHT6KD1BU534144","O9S 5T1","Gray","4/4/2020"
"2021 Land Rover Discovery","2,021","Land Rover","Discovery","14,575","1","5J8TB3H70GL689140","M0J 9I2","Blue","7/20/2019"
"2018 GMC Savana 3500","2,018","GMC","Savana 3500","18,036","1","KNDPB3A28C7251077","X4A 2E2","Gray","12/5/2019"
"2006 Chrysler Town & Country","2,006","Chrysler","Town & Country","24,250","0","WBAPH73559E390033","Z4F 1O8","Blue","8/6/2019"
"2006 Toyota Tundra","2,006","Toyota","Tundra","23,144","1","WBAHN03546D874524","B6V 9T2","White","6/9/2020"
"2011 Chevrolet Traverse","2,011","Chevrolet","Traverse","14,596","1","2HNYD28287H396400","V1Q 4I3","White","1/21/2020"
"2024 Volvo V40","2,024","Volvo","V40","15,386","1","KMHCM3AC3AU275928","H1Y 2G4","Blue","3/4/2020"
"2010 Lincoln Continental","2,010","Lincoln","Continental","22,260","1","WDDHF0EB4EB694754","I2K 8G7","White","2/19/2018"
"2007 Ford E-Series","2,007","Ford","E-Series","13,438","0","KMHDB8AE8CU362218","U9P 7N6","Gray","6/28/2020"
"2023 Audi A3","2,023","Audi","A3","16,548","1","1G6DM577680069280","X0N 0C7","Blue","4/7/2018"
"2018 Chevrolet 1500","2,018","Chevrolet","1500","16,849","0","ZHWGU5BZ7CL212898","D2R 8F4","White","6/30/2019"
"2003 Ford F450","2,003","Ford","F450","22,676","1","1B3CC4FB8AN916371","R3A 5J1","Black","10/15/2018"
"2019 Chevrolet LUV","2,019","Chevrolet","LUV","14,055","1","WDDGF5EB0BR278082","W1L 5T5","White","4/20/2018"
"2006 Mercury Cougar","2,006","Mercury","Cougar","13,146","0","KMHTC6AD4FU773351","N0C 5V0","Gray","5/11/2018"
"2018 Mitsubishi Diamante","2,018","Mitsubishi","Diamante","21,448","0","WAUGFAFRXDA289524","Q3W 7P2","Gray","5/22/2018"
"2022 Volkswagen Cabriolet","2,022","Volkswagen","Cabriolet","19,213","0","1N6AA0CC2BN466913","O2X 4N7","Blue","9/13/2019"
"2019 Pontiac Grand Prix","2,019","Pontiac","Grand Prix","13,359","1","1G6DH5EY8B0285056","S3N 3L1","Yellow","10/11/2020"
"2019 Acura TSX","2,019","Acura","TSX","17,619","1","5N1AA0NC8DN264141","X4N 9S4","Black","8/12/2018"
"2018 Buick Century","2,018","Buick","Century","17,014","0","WAUDL54F95N932273","M1U 9O0","Red","4/17/2018"
"2016 Mitsubishi Truck","2,016","Mitsubishi","Truck","24,071","1","JN8AE2KP4D9396080","T7Y 4S2","Black","3/9/2019"
"2010 Mercedes-Benz S-Class","2,010","Mercedes-Benz","S-Class","22,961","0","SALVP2BG0FH546565","I8L 5U6","White","6/8/2020"
"2006 Toyota MR2","2,006","Toyota","MR2","15,349","1","ZHWGU5BZ9AL013624","U6M 8K2","Silver","12/21/2020"
"2020 Mercury Capri","2,020","Mercury","Capri","15,525","1","WBAPM73509A444972","C6O 8K8","Gray","1/19/2020"
"2004 Subaru XT","2,004","Subaru","XT","13,070","1","WBSDX9C50DE951082","V9A 3J4","Black","5/22/2018"
"2008 Dodge Durango","2,008","Dodge","Durango","21,890","1","3A4GY5F93AT819142","K1E 7Q6","White","4/25/2020"
"2013 Ford Escape","2,013","Ford","Escape","18,190","1","3VW4T7AT6EM876700","C0G 3G8","Blue","5/20/2020"
"2003 Dodge Stratus","2,003","Dodge","Stratus","15,872","0","WVWGU7AN0BE302450","A8A 4A3","White","3/24/2019"
"2022 Volkswagen Passat","2,022","Volkswagen","Passat","15,491","1","WBAPM5C59BA480315","W4I 1B7","Black","12/26/2018"
"2011 Audi Allroad","2,011","Audi","Allroad","20,892","0","WAUMR44E75N078688","Z9T 5F6","Gray","9/27/2020"
"2012 Dodge Ram 1500","2,012","Dodge","Ram 1500","19,026","0","1FTMF1EW2AF814178","Q0D 7C6","White","3/25/2018"
"2017 Ford Flex","2,017","Ford","Flex","24,063","0","1FTEW1CMXDK055345","R7V 5S9","Brown","9/11/2020"
"2023 Peugeot 207","2,023","Peugeot","207","17,953","1","WBAUU33559A928115","I5J 9R1","White","5/24/2020"
"2016 Oldsmobile Silhouette","2,016","Oldsmobile","Silhouette","13,357","1","2G4GP5EX9E9278093","M5Y 7W2","Brown","4/2/2020"
"2011 Chevrolet Corvette","2,011","Chevrolet","Corvette","16,403","1","YV126MFD3F1701525","F5K 4A8","Black","12/23/2019"
"2016 Ford Thunderbird","2,016","Ford","Thunderbird","19,904","0","JN8AF5MV5FT771071","Q0M 1T7","Black","8/10/2018"
"2012 Subaru Legacy","2,012","Subaru","Legacy","18,778","0","3D4PH5FV4AT517509","Z0B 7V9","Gray","11/25/2020"
"2013 Ford Mustang","2,013","Ford","Mustang","22,598","1","JM3ER2W38A0537121","P1E 6K8","Red","7/11/2019"
"2023 Merkur XR4Ti","2,023","Merkur","XR4Ti","19,649","1","2G4WD552261824239","E5K 2B4","Gray","1/3/2020"
"2008 Lincoln Continental Mark VII","2,008","Lincoln","Continental Mark VII","17,570","1","WAUWFAFR0EA488238","E5J 1D3","Silver","4/18/2018"
"2025 Dodge Ram Van 1500","2,025","Dodge","Ram Van 1500","18,987","1","WBA5B1C50FG337035","D4P 4A9","White","2/26/2018"
"2011 Toyota Tercel","2,011","Toyota","Tercel","15,611","0","WAUFFAFL3BA326126","G5D 3Q8","Gray","1/9/2019"
"2020 Suzuki XL-7","2,020","Suzuki","XL-7","24,986","0","5GAKRCKD0DJ469767","V5D 3I2","Silver","1/9/2018"
"2025 Jaguar XK Series","2,025","Jaguar","XK Series","16,679","0","WDDPK4HA9EF797713","A7D 9W9","White","2/14/2020"
"2019 Volvo S90","2,019","Volvo","S90","16,714","1","1G6KE54Y94U120341","L2Z 3C4","White","4/10/2018"
"2020 Kia Rio","2,020","Kia","Rio","24,058","1","3N1AB7AP3FY433560","M9Z 8B5","Red","4/4/2020"
"2006 Buick Skylark","2,006","Buick","Skylark","19,686","0","1FMCU0D72AK924818","S1N 7T0","Black","6/29/2020"
"2025 Land Rover Freelander","2,025","Land Rover","Freelander","19,556","1","1FTEW1C87AK778004","B4C 6H9","White","2/9/2020"
"2001 Chevrolet Suburban 2500","2,001","Chevrolet","Suburban 2500","17,244","1","W06VR54RX1R158796","V6A 7K2","Gray","9/17/2018"
"2009 Lincoln Town Car","2,009","Lincoln","Town Car","19,224","0","KL4CJHSB2FB192679","Z5K 0F6","White","3/8/2019"
"2012 Toyota RAV4","2,012","Toyota","RAV4","20,764","0","WAUD2AFD2DN061304","N9C 4B8","Black","2/28/2020"
"2013 Volvo V40","2,013","Volvo","V40","23,849","0","5FRYD4H6XFB855255","A8G 7Z1","Brown","6/13/2018"
"2010 Chevrolet Corsica","2,010","Chevrolet","Corsica","17,009","0","1C4AJWAG3FL160025","N6I 7G1","White","11/22/2020"
"2011 Volvo 960","2,011","Volvo","960","13,511","0","3VW4S7AT4EM343215","M4U 4L8","Black","2/28/2018"
"2023 Infiniti G","2,023","Infiniti","G","24,715","1","JTHBL5EF1A5621647","H2J 2H6","Black","12/8/2018"
"2010 Honda Prelude","2,010","Honda","Prelude","22,415","0","1G6AH5S33F0370968","S9G 8N5","Black","10/22/2020"
"2003 Pontiac Sunbird","2,003","Pontiac","Sunbird","20,626","0","3N1BC1AP7BL499129","S7P 7G9","Silver","2/15/2020"
"2016 Mazda B-Series","2,016","Mazda","B-Series","16,331","1","1G6DP577650548124","Y2L 4J7","White","1/11/2020"
"2018 Volkswagen Eurovan","2,018","Volkswagen","Eurovan","24,751","0","2HNYD28288H931548","I9S 1E1","White","4/16/2019"
"2020 Plymouth Colt","2,020","Plymouth","Colt","23,698","1","JN1AZ4EHXFM165042","O0G 5Z0","Black","8/10/2018"
"2012 Cadillac Catera","2,012","Cadillac","Catera","20,122","1","5N1AR2MMXDC768183","T8E 9A4","Black","4/24/2018"
"2023 Cadillac Seville","2,023","Cadillac","Seville","24,089","1","WBALM5C51AE881525","G7N 7M3","Black","1/29/2020"
"2006 Ford Bronco","2,006","Ford","Bronco","20,120","0","JTDZN3EU1D3535932","K6H 0S3","Blue","3/13/2018"
"2014 Audi RS6","2,014","Audi","RS6","21,171","1","1FAHP3CN8AW505666","W1I 9X9","White","11/10/2020"
"2003 Oldsmobile Silhouette","2,003","Oldsmobile","Silhouette","24,850","1","19UUA56622A114636","W6D 7Y4","White","8/25/2020"
"2023 Mitsubishi L300","2,023","Mitsubishi","L300","19,177","0","WBASN2C57CC500735","C0E 3J4","Red","2/19/2020"
"2024 Dodge Stratus","2,024","Dodge","Stratus","15,459","0","4T1BF1FK4CU905534","N7Z 4M4","Blue","12/26/2019"
"2000 BMW 600","2,000","BMW","600","13,948","0","1C3BC8EGXBN689317","B7B 7J4","Silver","7/13/2020"
"2004 Mercedes-Benz 300D","2,004","Mercedes-Benz","300D","23,361","0","3N1BC1AP2BL500512","A9W 8N2","Red","4/16/2020"
"2007 Jaguar X-Type","2,007","Jaguar","X-Type","13,472","0","4T1BF1FK8EU087230","T9M 6P3","Silver","10/7/2018"
"2014 Dodge Ram Wagon B150","2,014","Dodge","Ram Wagon B150","14,395","1","WAUFFAFLXEN549972","X3E 4D8","Black","5/8/2019"
"2018 Cadillac XLR","2,018","Cadillac","XLR","15,622","1","1YVHZ8BH3C5295588","P2O 1E7","Silver","7/31/2018"
"2022 Chevrolet Caprice Classic","2,022","Chevrolet","Caprice Classic","19,302","1","WAUEL94FX5N322927","G8J 2P8","Red","10/23/2019"
"2024 Hyundai Accent","2,024","Hyundai","Accent","17,644","1","3D4PH6FV4AT255092","X1E 2A5","Orange","7/1/2019"
"2024 Lincoln LS","2,024","Lincoln","LS","17,108","0","1N6AA0CA9AN607327","U2R 0Y6","Blue","6/20/2019"
"2019 Ferrari 612 Scaglietti","2,019","Ferrari","612 Scaglietti","21,550","1","3GYFNAEY3AS147837","X1C 4I1","Gray","7/27/2019"
"2025 Volkswagen Cabriolet","2,025","Volkswagen","Cabriolet","23,348","1","2T1BPRHE1EC747709","Z6D 8Y7","Black","8/3/2019"
"2003 Dodge Durango","2,003","Dodge","Durango","13,931","1","WAUML54D21N593431","Z0H 5F6","Gray","8/16/2018"
"2013 Hummer H1","2,013","Hummer","H1","18,324","1","WBAFR9C5XBC607808","S1I 4Q1","Gray","4/13/2020"
"2008 Volkswagen Phaeton","2,008","Volkswagen","Phaeton","15,071","0","3MZBM1L75EM269494","N9U 5U7","Blue","3/1/2018"
"2009 Toyota Echo","2,009","Toyota","Echo","16,265","0","WBALL5C51DJ755678","P7F 4C4","Green","12/16/2018"
"2009 Cadillac Escalade","2,009","Cadillac","Escalade","22,872","1","19UUA66267A436786","I9E 4F3","Gray","7/21/2018"
"2006 Mercury Topaz","2,006","Mercury","Topaz","19,389","0","WBAEN33412E319174","I6O 5R8","White","8/7/2018"
"2015 Ford Laser","2,015","Ford","Laser","24,189","1","WAUSH94F08N722150","J2X 7L0","Silver","5/3/2018"
"2020 BMW 7 Series","2,020","BMW","7 Series","22,882","1","1GYFK46888R184906","D5H 0I9","Black","11/25/2019"
"2007 Toyota Sienna","2,007","Toyota","Sienna","19,747","1","SCBBB7ZH0CC407794","L2W 1H5","Blue","11/24/2020"
"2019 Volkswagen Jetta","2,019","Volkswagen","Jetta","19,163","1","WDDGF4HB0DG338897","N3O 0Q9","Black","10/25/2020"
"2005 Lexus RX Hybrid","2,005","Lexus","RX Hybrid","17,309","1","WAUUL78E06A466898","X5N 5M5","Silver","2/14/2020"
"2003 Ford Mustang","2,003","Ford","Mustang","15,630","0","5YMGY0C54D0252913","U0M 1Z3","Brown","10/1/2018"
"2006 Mazda Mazda5","2,006","Mazda","Mazda5","16,629","0","5UXZV4C51BL543171","E9H 3D4","Blue","12/28/2019"
"2013 Lexus IS-F","2,013","Lexus","IS-F","23,194","1","1FT7W2A66EE204675","Q7D 2K1","Silver","4/3/2020"
"2013 GMC Sierra 1500","2,013","GMC","Sierra 1500","17,620","1","2G4GK5EX3E9888182","U5O 2E7","Black","2/28/2018"
"2011 Ford Expedition","2,011","Ford","Expedition","24,004","0","19UUA56661A267762","V5A 2W8","Gray","8/27/2018"
"2011 Mitsubishi Chariot","2,011","Mitsubishi","Chariot","23,672","0","3G5DA03L06S333392","X1C 2M6","White","12/26/2018"
"2020 Suzuki Reno","2,020","Suzuki","Reno","15,003","0","WDCYC3HF0EX247130","T8J 9W2","Silver","3/19/2018"
"2019 Ford Contour","2,019","Ford","Contour","22,250","1","SALWR2VF9FA011051","V4J 5E0","Black","8/28/2020"
"2001 Chevrolet Tahoe","2,001","Chevrolet","Tahoe","18,929","1","1GTN1TEH8FZ994307","W8Z 5M5","Red","9/15/2020"
"2021 Nissan Quest","2,021","Nissan","Quest","14,311","1","1GKS2GEJ3DR162420","X6Y 3K1","White","1/28/2018"
"2020 Land Rover Freelander","2,020","Land Rover","Freelander","18,015","1","5TDBK3EH5CS467306","C8T 5W2","White","4/25/2019"
"2017 Jeep Wrangler","2,017","Jeep","Wrangler","18,428","1","JA4AS2AW1CU856539","U3S 2D7","Black","4/22/2018"
"2018 Mazda B-Series","2,018","Mazda","B-Series","22,411","1","2HNYD28327H582202","L7K 1S2","White","8/28/2018"
"2002 Ford Explorer","2,002","Ford","Explorer","22,690","1","JTHBP5C22D5942606","S9D 4K8","Black","2/20/2019"
"2011 Audi 90","2,011","Audi","90","18,691","0","WAUDGAFL9CA684286","Y8M 7D0","Red","12/5/2020"
"2012 Mazda MX-3","2,012","Mazda","MX-3","14,339","0","1C3CCBAB2CN309349","C0Z 6U3","White","7/24/2019"
"2023 Dodge Avenger","2,023","Dodge","Avenger","17,414","1","WAUAF78E47A262553","O4K 2R0","Blue","1/31/2018"
"2013 Nissan Pathfinder","2,013","Nissan","Pathfinder","19,432","1","1G4HK5ES5BU599859","V1C 4M5","Blue","7/11/2018"
"2025 Mercedes-Benz SL-Class","2,025","Mercedes-Benz","SL-Class","13,737","0","1GYS4AEF4CR652193","U7X 0U2","Gray","10/17/2019"
"2010 Daewoo Leganza","2,010","Daewoo","Leganza","15,571","1","5N1AN0NW3FN418787","A8D 0G5","Gray","9/4/2018"
"2001 Infiniti Q","2,001","Infiniti","Q","17,780","1","WBA3K5C58EF243830","W7N 4M3","Black","5/7/2020"
"2004 BMW X6 M","2,004","BMW","X6 M","22,277","1","KMHHT6KD3CU233635","L6I 0X8","White","5/7/2018"
"2011 Chevrolet Corvette","2,011","Chevrolet","Corvette","20,559","0","WUAW2BFC1EN130464","F4Y 8Z8","White","4/30/2019"
"2014 Hyundai Elantra","2,014","Hyundai","Elantra","13,544","1","YV4952CT1E1091384","Z0Z 5U3","Black","9/9/2019"
"2010 Buick Century","2,010","Buick","Century","16,692","1","1N6AA0CA8EN461024","N4E 4H5","White","1/11/2018"
"2014 Isuzu Rodeo","2,014","Isuzu","Rodeo","22,801","1","2C3CDYCJ6DH249476","T4N 3M3","Black","8/16/2019"
"2019 Ford F150","2,019","Ford","F150","15,654","1","WAULT54B82N130186","J5J 3Y5","Blue","9/28/2018"
"2020 Toyota MR2","2,020","Toyota","MR2","16,596","1","1G6KD54Y23U126127","K7A 8L0","Silver","4/5/2018"
"2003 GMC Acadia","2,003","GMC","Acadia","16,935","0","5NPDH4AE9DH839150","R6C 1U9","Black","9/10/2020"
"2000 Mercury Mystique","2,000","Mercury","Mystique","17,915","1","WBAPH7C55AE272942","K0S 0V7","Black","9/11/2018"
"2017 Pontiac Grand Prix","2,017","Pontiac","Grand Prix","18,937","1","2T1BURHE7FC168766","X7K 5G7","Black","8/8/2020"
"2017 Nissan Cube","2,017","Nissan","Cube","21,217","0","5GADT13S842490324","I0P 1A9","White","12/12/2019"
"2015 Acura Vigor","2,015","Acura","Vigor","20,054","0","1GYFK638X8R617447","F2G 5D3","White","1/21/2018"
"2017 Dodge Ram Van B150","2,017","Dodge","Ram Van B150","19,967","0","1G6DM5EV3A0026913","H6H 6F9","Blue","10/29/2018"
"2020 Lincoln Continental Mark VII","2,020","Lincoln","Continental Mark VII","13,808","0","1N6AA0EC3DN427053","N7Y 2K6","Red","9/29/2020"
"2025 Buick LeSabre","2,025","Buick","LeSabre","22,474","1","SCBBR9ZA9BC968424","U5Q 6R5","Gray","12/15/2019"
"2008 Honda CR-V","2,008","Honda","CR-V","14,327","1","1GYFK46838R894263","P3B 9P2","White","1/12/2019"
"2024 Volkswagen GTI","2,024","Volkswagen","GTI","13,243","0","1FTSW2A55AE995437","K6O 9E5","Green","8/13/2019"
"2021 Mercedes-Benz S-Class","2,021","Mercedes-Benz","S-Class","18,845","1","WBASN4C52CC463993","D0E 7K5","Orange","9/9/2019"
"2011 BMW 1 Series","2,011","BMW","1 Series","16,694","1","5UXWX9C59F0514034","M7C 9R0","Yellow","5/27/2020"
"2018 Mitsubishi Eclipse","2,018","Mitsubishi","Eclipse","20,426","1","WBAHN03558D947841","H7I 9L4","Gray","11/22/2019"
"2004 Subaru Impreza","2,004","Subaru","Impreza","20,057","1","JTJBM7FX6C5410705","N5Q 9J1","Black","2/15/2018"
"2009 Chevrolet Silverado 2500","2,009","Chevrolet","Silverado 2500","16,543","0","JTHBB1BA7A2921702","Y2M 8B6","Silver","11/21/2020"
"2002 Lexus IS F","2,002","Lexus","IS F","13,827","0","SCBBR93W59C786654","B8W 9Y0","Gray","4/23/2018"
"2012 Acura RSX","2,012","Acura","RSX","23,301","1","WAUEH78E08A146795","T6E 3H0","Black","8/15/2019"
"2018 Mitsubishi Galant","2,018","Mitsubishi","Galant","17,504","0","55SWF4JB0FU127579","U9O 4X6","Silver","12/6/2018"
"2007 Infiniti I","2,007","Infiniti","I","22,735","0","JN8AF5MV8FT855420","R3X 7K5","White","1/20/2018"
"2015 Chrysler LHS","2,015","Chrysler","LHS","14,579","0","1G6AA5RA2F0514793","S1R 6U2","Red","8/27/2018"
"2010 Toyota Camry Hybrid","2,010","Toyota","Camry Hybrid","20,622","1","WBAVM5C50DV709404","J5K 3W7","Yellow","1/29/2018"
"2022 Ferrari 458 Italia","2,022","Ferrari","458 Italia","16,822","1","1FTSW2A54AE461023","Z9H 1E6","Yellow","2/9/2020"
"2005 Maybach Landaulet","2,005","Maybach","Landaulet","21,867","0","WAUHF98P19A128842","L4U 3H7","White","6/16/2018"
"2005 Ferrari 599 GTB Fiorano","2,005","Ferrari","599 GTB Fiorano","24,492","1","JH4DC53856S136899","E8Y 0N9","White","8/1/2018"
"2018 Geo Prizm","2,018","Geo","Prizm","20,966","1","WBA3B9C54DJ923355","N6S 7O4","Red","1/25/2019"
"2010 Chevrolet Corvair","2,010","Chevrolet","Corvair","17,436","1","1FTEW1C84AK652831","Y6C 5G1","White","11/24/2019"
"2023 Hyundai Santa Fe","2,023","Hyundai","Santa Fe","18,663","1","1FTNF2B56AE112487","Z8U 3R7","Blue","4/9/2019"
"2024 Volkswagen Eurovan","2,024","Volkswagen","Eurovan","21,923","1","JN1CV6EKXCM986259","X8G 8K0","White","5/27/2018"
"2013 BMW M","2,013","BMW","M","20,107","1","1G6YX36DX85706808","P7S 6H8","Blue","7/31/2019"
"2000 Daewoo Leganza","2,000","Daewoo","Leganza","20,782","0","JA4AP3AU4CZ123460","M7E 3Y8","Black","4/9/2018"
"2012 Mitsubishi Eclipse","2,012","Mitsubishi","Eclipse","20,869","0","1D7RB1CT1AS953549","L2I 9T8","White","2/6/2019"
"2015 Buick Rainier","2,015","Buick","Rainier","20,060","1","1FAHP2D82EG647319","Q6D 5N3","Silver","9/11/2020"
"2020 Chevrolet G-Series 2500","2,020","Chevrolet","G-Series 2500","17,879","1","JA4AP3AU1BZ917766","E5O 6K0","Black","3/26/2018"
"2011 Subaru Impreza","2,011","Subaru","Impreza","19,751","0","1FTEX1CM8DK679979","P5Z 8Q2","Silver","1/7/2018"
"2024 Dodge Ram 3500","2,024","Dodge","Ram 3500","15,594","0","JM1CR2W31A0243253","I8F 3R3","White","12/18/2019"
"2016 Kia Sportage","2,016","Kia","Sportage","19,726","1","JN8AZ1MU8CW634109","T1C 9Z3","White","7/23/2018"
"2003 Dodge Caravan","2,003","Dodge","Caravan","23,922","1","WBAHN03596D807871","U6D 9P6","Black","12/23/2018"
"2024 Suzuki Swift","2,024","Suzuki","Swift","15,323","1","SAJWA6FC1E8413776","U0A 3C0","Silver","12/15/2020"
"2000 Mazda 929","2,000","Mazda","929","24,787","1","WBADN53421G975409","E9F 8O2","Black","10/13/2020"
"2006 GMC Sierra 2500","2,006","GMC","Sierra 2500","21,781","1","1GYFK63808R188609","I3Y 3S8","Silver","1/18/2018"
"2022 Chevrolet Colorado","2,022","Chevrolet","Colorado","15,081","0","2T1BU4EE4BC683841","Q5A 8H0","Gray","6/24/2018"
"2014 Ford Expedition","2,014","Ford","Expedition","16,545","1","19UYA42511A871647","F8C 4W2","White","3/16/2018"
"2014 Ford Fusion","2,014","Ford","Fusion","17,668","0","5UXFB33502L026112","M1L 6V2","Black","3/15/2020"
"2025 Hyundai Sonata","2,025","Hyundai","Sonata","15,850","1","1VWAH7A37DC897463","K6W 0A3","Green","1/25/2018"
"2020 Chevrolet Silverado 1500","2,020","Chevrolet","Silverado 1500","23,563","1","2C3CCAAG2EH419125","I1M 5I3","Black","4/28/2019"
"2011 Dodge Magnum","2,011","Dodge","Magnum","21,259","0","5N1BA0NE2FN890244","J4N 1S7","Gray","2/22/2019"
"2005 Lincoln Navigator","2,005","Lincoln","Navigator","19,572","0","WP1AA2A21BL211153","S6S 6R5","Silver","1/8/2019"
"2022 Porsche Carrera GT","2,022","Porsche","Carrera GT","14,411","1","1N6AA0CJ8FN978664","Q3U 5V6","Silver","4/14/2020"
"2004 Mercedes-Benz W126","2,004","Mercedes-Benz","W126","22,558","0","JA32X2HU2DU511892","X4N 9U1","White","9/20/2018"
